"State","District"
"Maharashtra","Kolhapur"
"Maharashtra","Latur"
"Maharashtra","Nagpur"
"Maharashtra","Nanded"
"Maharashtra","Nashik"
"Maharashtra","Osmanabad"
"Maharashtra","Parbhani"
"Maharashtra","Pune"
"Maharashtra","Raigad"
"Maharashtra","Ratnagiri"
"Maharashtra","Sangli"
"Maharashtra","Satara"
"Maharashtra","Sindhudurg"
"Maharashtra","Solapur"
"Maharashtra","Thane"
"Maharashtra","Wardha"
"Maharashtra","Yavatmal"
"Maharashtra","TOTAL"
"Maharashtra","check"
"Maharashtra","Bhandara"
"Maharashtra","Nasik"
"Manipur","BISHNUPUR"
"Manipur","CHANDEL"
"Manipur","CHURACHANDPUR"
"Manipur","IMPHAL"
"Manipur","SENAPATI"
"Manipur","TAMENGLONG"
"Manipur","THOUBAL"
"Manipur","UKHRUL"
"Manipur","IMPHAL WEST"
"Manipur","IMPHAL EAST"
"Manipur","Bishenpur"
"Manipur","Chendal"
"Manipur","Churachandpur"
"Manipur","Imphal"
"Manipur","Senapati"
"Manipur","Tamenlong"
"Manipur","Thoubal"
"Manipur","Ukhrul"
"Manipur","TOTAL"
"Manipur","check"
"Meghalaya","EAST GARO HILLS"
"Meghalaya","EAST KHASI HILLS"
"Meghalaya","JAINTIA HILLS"
"Meghalaya","RI BHOI DISTRICT"
"Meghalaya","SOUTH GARO HILLS"
"Meghalaya","WEST GARO HILLS"
"Meghalaya","WEST KHASI HILLS"
"Meghalaya","East Garo Hills"
"Meghalaya","East Khasi Hills"
"Meghalaya","Jaintia Hills"
"Meghalaya","West Garo Hills"
"Meghalaya","West Khasi Hills"
"Meghalaya","TOTAL"
"Meghalaya","check"
"Mizoram","AIZAWL"
"Mizoram","CHHIMTUIPUI"
"Mizoram","LUNGLEI"
"Nagaland","KOHIMA"
"Nagaland","MOKOKCHUNG"
"Nagaland","MON"
"Nagaland","PHEK"
"Nagaland","TUENSANG"
"Nagaland","WOKHA"
"Nagaland","ZUNHEBOTO"
"Nagaland","DIMAPUR"
"Nagaland","Kohima"
"Nagaland","Lunheleoto"
"Nagaland","Moko chung"
"Nagaland","Mon"
"Nagaland","Phek"
"Nagaland","Thensan"
"Nagaland","Wokha"
"Nagaland","TOTAL"
"Nagaland","check"
"Odisha","ANGUL"
"Odisha","BALASORE"
"Odisha","BARAGARH"
"Odisha","BHADRAK"
"Odisha","BOLANGIR"
"Odisha","BOUDH"
"Odisha","CUTTACK"
"Odisha","DEOGARH"
"Odisha","DHENKANAL"
"Odisha","GAJAPATI"
"Odisha","GANJAM"
"Odisha","JAGATSINGHPUR"
"Odisha","JAJPUR"
"Odisha","JHARSUGUDA"
"Odisha","KALAHANDI"
"Odisha","KENDRAPARA"
"Odisha","KEONJHAR"
"Odisha","KHURDA"
"Odisha","KORAPUT"
"Odisha","MALKANGIRI"
"Odisha","MAYURBHANJ"
"Odisha","NAYAGARH"
"Odisha","NOWRANGPUR"
"Odisha","NUAPADA"
"Odisha","PHULBANI"
"Odisha","PURI"
"Odisha","RAYAGADA"
"Odisha","SAMBALPUR"
"Odisha","SONEPUR"
"Odisha","SUNDARGARH"
"Odisha","BARGARH"
"Odisha","JAJAPUR"
"Odisha","KANDHAMAL"
"Odisha","MALKANAGIRI"
"Odisha","MAYURBHANJA"
"Odisha","NAWARANGAPUR"
"Odisha","Balasore"
"Odisha","Bolangir"
"Odisha","Cuttack"
"Odisha","Dhenkanal"
"Odisha","Ganjam"
"Odisha","Kalahandi"
"Odisha","Keonjihar"
"Odisha","Koraput"
"Odisha","Mayurbhanj"
"Odisha","Phulbani"
"Odisha","Puri"
"Odisha","Sambalpur"
"Odisha","Sundargarh"
"Odisha","TOTAL"
"Odisha","check"
"Odisha","Gaajam"
"Odisha","Mayyubhanj"
"Punjab","AMRITSAR"
"Punjab","BATHINDA"
"Punjab","FARIDKOT"
"Punjab","FATEHGARH SAHIB"
"Punjab","FEROZEPUR"
"Punjab","GURDASPUR"
"Punjab","HOSHIARPUR"
"Punjab","JALANDHAR"
"Punjab","KAPURTHALA"
"Punjab","LUDHIANA"
"Punjab","MANSA"
"Punjab","PATIALA"
"Punjab","ROPAR"
"Punjab","SANGRUR"
"Punjab","MOGA"
"Punjab","AMRITSER"
"Punjab","MUKATSAR"
"Punjab","NAWANSHAHAR"
"Punjab","BARNALA"
"Punjab","MOHALI"
"Punjab","TARN TARAN"
"Punjab","Amritsar"
"Punjab","Bathinda"
"Punjab","Fardkot"
"Punjab","Ferozipur"
"Punjab","Gurdaspur"
"Punjab","Hoshiarpur"
"Punjab","Jalandhar"
"Punjab","Kapurthala"
"Punjab","Ludhiana"
"Punjab","Patiala"
"Punjab","Ropar"
"Punjab","Sangrur"
"Punjab","TOTAL"
"Punjab","check"
"Rajashtan","AJMER"
"Rajashtan","ALWAR"
"Rajashtan","BANSWARA"
"Rajashtan","BARAN"
"Rajashtan","BARMER"
"Rajashtan","BHARATPUR"
"Rajashtan","BHILWARA"
"Rajashtan","BIKANER"
"Rajashtan","BUNDI"
"Rajashtan","CHITTORGARH"
"Rajashtan","CHURU"
"Rajashtan","DAUSA"
"Rajashtan","DHOLPUR"
"Rajashtan","DUNGARPUR"
"Rajashtan","GANGANAGAR"
"Rajashtan","HANUMANGARH"
"Rajashtan","JAIPUR"
"Rajashtan","JAISALMER"
"Rajashtan","JALORE"
"Rajashtan","JHALAWAR"
"Rajashtan","JHUNJHNU"
"Rajashtan","JODHPUR"
"Rajashtan","KOTA"
"Rajashtan","NAGAUR"
"Rajashtan","PALI"
"Rajashtan","RAJSAMAND"
"Rajashtan","SAWAI-MADHOPUR"
"Rajashtan","SIKAR"
"Rajashtan","SIROHI"
"Rajashtan","TONK"
"Rajashtan","UDAIPUR"
"Rajashtan","JHUNJHUNU"
"Rajashtan","KAROLI"
"Rajashtan","SAWAI MADHOPUR"
"Sikkim","EAST SIKKIM"
"Sikkim","NORTH SIKKIM"
"Sikkim","SOUTH SIKKIM"
"Sikkim","WEST SIKKIM"
"Tamil Nadu","COIMBATORE"
"Tamil Nadu","CUDDALORE"
"Tamil Nadu","DHARMAPURI"
"Tamil Nadu","DINDIGUL"
"Tamil Nadu","ERODE"
"Tamil Nadu","KANCHIPURAM"
"Tamil Nadu","KANNIYAKUMARI"
"Tamil Nadu","KARUR"
"Tamil Nadu","MADRAS"
"Tamil Nadu","MADURAI"
"Tamil Nadu","NAGAPATTINAM"
"Tamil Nadu","NAMAKKAL"
"Tamil Nadu","PERAMBALUR"
"Tamil Nadu","PUDUKOTTAI"
"Tamil Nadu","RAMNATHAPURAM"
"Tamil Nadu","SALEM"
"Tamil Nadu","SIVAGANGA"
"Tamil Nadu","THANJAVUR"
"Tamil Nadu","THE NILGIRIS"
"Tamil Nadu","THENI"
"Tamil Nadu","THOOTHUGUDI"
"Tamil Nadu","TIRUNELVELI"
"Tamil Nadu","TIRUVALLUR"
"Tamil Nadu","TIRUVANNAMALAI"
"Tamil Nadu","TIRUVARUR"
"Tamil Nadu","TRICHIRAPPALLI"
"Tamil Nadu","VELLORE"
"Tamil Nadu","VILLUPURAM"
"Tamil Nadu","VIRUDHUNAGAR"
"Tamil Nadu","KANCHEEPURAM"
"Tamil Nadu","KANYAKUMARI"
"Tamil Nadu","NILGIRIS"
"Tamil Nadu","PUDUKKOTTAI"
"Tamil Nadu","RAMANATHAPURAM"
"Tamil Nadu","THIRUVALLUR"
"Tamil Nadu","THIRUVARUR"
"Tamil Nadu","TIRUCHIRAPPALLI"
"Tamil Nadu","TUTICORIN DISTRICT"
"Tamil Nadu","VILLUPPURAM"
"Tamil Nadu","KRISHNAGIRI"
"Tamil Nadu","Anna"
"Tamil Nadu","Chengleput"
"Tamil Nadu","Coimbatore"
"Tamil Nadu","Dharmapuri"
"Tamil Nadu","Kamrajar"
"Tamil Nadu","Kannyakumari"
"Tamil Nadu","Madurai"
"Tamil Nadu","Nilgiris"
"Tamil Nadu","North Arcot"
"Tamil Nadu","P. Muthuramalingam"
"Tamil Nadu","Periyar"
"Tamil Nadu","Pudukottai"
"Tamil Nadu","Ramanathapuram"
"Tamil Nadu","Salem"
"Tamil Nadu","South Arcot"
"Tamil Nadu","Thanjavur"
"Tamil Nadu","Tirinelveli"
"Tamil Nadu","Tiruchirapelli"
"Tamil Nadu","V.O. Chidambaranar"
"Tamil Nadu","TOTAL"
"Tamil Nadu","check"
"Tripura","DHALAI"
"Tripura","NORTH"
"Tripura","SOUTH"
"Tripura","WEST"
"Tripura","SOUTH TRIPURA"
"Tripura","WEST TRIPURA"
"Tripura","NORTH TRIPURA"
"Tripura","North Tripura"
"Tripura","South Tripura"
"Tripura","West Tripura"
"Tripura","TOTAL"
"Tripura","check"
"Uttar Pradesh","AGRA"
"Uttar Pradesh","ALIGARH"
"Uttar Pradesh","ALLAHABAD"
"Uttar Pradesh","ALMORA"
"Uttar Pradesh","AMBEDKAR NAGAR"
"Uttar Pradesh","AZAMGARH"
"Uttar Pradesh","BADAUN"
"Uttar Pradesh","BAHRAICH"
"Uttar Pradesh","BALLIA"
"Uttar Pradesh","BANDA"
"Uttar Pradesh","BARABANKI"
"Uttar Pradesh","BAREILLY"
"Uttar Pradesh","BASTI"
"Uttar Pradesh","BIJNOR"
"Uttar Pradesh","BULANDSHAHR"
"Uttar Pradesh","CHAMOLI(GOPESHWAR)"
"Uttar Pradesh","DEHRADUN"
"Uttar Pradesh","DEORIA"
"Uttar Pradesh","ETAH"
"Uttar Pradesh","ETAWAH"
"Uttar Pradesh","FAIZABAD"
"Uttar Pradesh","FARUKHABAD"
"Uttar Pradesh","FATEHPUR"
"Uttar Pradesh","FIROZABAD"
"Uttar Pradesh","GHAZIABAD"
"Uttar Pradesh","GHAZIPUR"
"Uttar Pradesh","GONDA"
"Uttar Pradesh","GORAKHPUR"
"Uttar Pradesh","HAMIRPUR"
"Uttar Pradesh","HARDOI"
"Uttar Pradesh","HARDWAR"
"Uttar Pradesh","JALAUN"
"Uttar Pradesh","JAUNPUR"
"Uttar Pradesh","JHANSI"
"Uttar Pradesh","KANPUR DEHAT"
"Uttar Pradesh","KANPUR NAGAR"
"Uttar Pradesh","KHIRI"
"Uttar Pradesh","KUSHI NAGAR"
"Uttar Pradesh","LALITPUR"
"Uttar Pradesh","LUCKNOW"
"Uttar Pradesh","MAHOBA"
"Uttar Pradesh","MAHRAJGANJ"
"Uttar Pradesh","MAINPURI"
"Uttar Pradesh","MATHURA"
"Uttar Pradesh","MAU"
"Uttar Pradesh","MEERUT"
"Uttar Pradesh","MIRZAPUR"
"Uttar Pradesh","MORADABAD"
"Uttar Pradesh","MUZAFFER NAGAR"
"Uttar Pradesh","NAINITAL"
"Uttar Pradesh","PAURI GARHWAL"
"Uttar Pradesh","PILIBHIT"
"Uttar Pradesh","PITHORAGARH"
"Uttar Pradesh","PRATAPGARH"
"Uttar Pradesh","RAEBARELY"
"Uttar Pradesh","RAMPUR"
"Uttar Pradesh","SAHARANPUR"
"Uttar Pradesh","SANT RAVIDAS NAGAR"
"Uttar Pradesh","SHAHJAHANPUR"
"Uttar Pradesh","SIDDHARTH NAGAR"
"Uttar Pradesh","SITAPUR"
"Uttar Pradesh","SONBHADRA"
"Uttar Pradesh","SULTANPUR"
"Uttar Pradesh","TEHRI GARHWAL"
"Uttar Pradesh","UDHAMSINGH NAGAR"
"Uttar Pradesh","UNNAO"
"Uttar Pradesh","UTTARKASHI"
"Uttar Pradesh","VARANASI"
"Uttar Pradesh","AMBEDAKAR NAGAR"
"Uttar Pradesh","BAGHPAT"
"Uttar Pradesh","BAHARAICH"
"Uttar Pradesh","BALRAMPUR"
"Uttar Pradesh","CHANDAULI"
"Uttar Pradesh","CHITRAKOOT"
"Uttar Pradesh","FARRUKHABAD"
"Uttar Pradesh","KANNAUJ"
"Uttar Pradesh","KAUSHAMBI"
"Uttar Pradesh","KHERI"
"Uttar Pradesh","MAHARAJ GANJ"
"Uttar Pradesh","MUZZAFARNAGAR"
"Uttar Pradesh","RAEBARELI"
"Uttar Pradesh","SANT KABIR NAGAR"
"Uttar Pradesh","SANT RAVI DAS NAGAR"
"Uttar Pradesh","SHRAWASTI"
"Uttar Pradesh","AURAIYA"
"Uttar Pradesh","BUDAUN"
"Uttar Pradesh","BULAND SAHAR"
"Uttar Pradesh","GAUTAM BUDHA NAGAR"
"Uttar Pradesh","HATHRAS"
"Uttar Pradesh","JYOTIBA PHULENAGAR"
"Uttar Pradesh","KUSHINAGAR"
"Uttar Pradesh","MAHA MAYA NAGAR"
"Uttar Pradesh","Agra"
"Uttar Pradesh","Aligarh"
"Uttar Pradesh","Allahabad"
"Uttar Pradesh","Almora"
"Uttar Pradesh","Azamgarh"
"Uttar Pradesh","Bahraich"
"Uttar Pradesh","Ballia"
"Uttar Pradesh","Banda"
"Uttar Pradesh","Barabanki"
"Uttar Pradesh","Bareilly"
"Uttar Pradesh","Basti"
"Uttar Pradesh","Bijnor"
"Uttar Pradesh","Budaun"
"Uttar Pradesh","Bulandshaher"
"Uttar Pradesh","Chamoli"
"Uttar Pradesh","Dehradun"
"Uttar Pradesh","Deoria"
"Uttar Pradesh","Etah"
"Uttar Pradesh","Etawah"
"Uttar Pradesh","Faizabad"
"Uttar Pradesh","Farrukhabad"
"Uttar Pradesh","Fatehpur"
"Uttar Pradesh","Ghaziabad"
"Uttar Pradesh","Ghazipur"
"Uttar Pradesh","Gonda"
"Uttar Pradesh","Gorakhpur"
"Uttar Pradesh","Hamirpur"
"Uttar Pradesh","Hardoi"
"Uttar Pradesh","Jalaun"
"Uttar Pradesh","Jaunpur"
"Uttar Pradesh","Jhansi"
"Uttar Pradesh","Kanpur Dehat"
"Uttar Pradesh","Kanpur Nagar"
"Uttar Pradesh","Kheri"
"Uttar Pradesh","Lalitpur"
"Uttar Pradesh","Lucknow"
"Uttar Pradesh","Mainpuri"
"Uttar Pradesh","Mathura"
"Uttar Pradesh","Meerut"
"Uttar Pradesh","Mirzapur"
"Uttar Pradesh","Moradabad"
"Uttar Pradesh","Muzaffarnagar"
"Uttar Pradesh","Nainital"
"Uttar Pradesh","Pauri Garhwal"
"Uttar Pradesh","Pilibhit"
"Uttar Pradesh","Pithoragarh"
"Uttar Pradesh","Pratapgarh"
"Uttar Pradesh","Rai Bareli"
"Uttar Pradesh","Rampur"
"Uttar Pradesh","Saharanpur"
"Uttar Pradesh","Shajahanpur"
"Uttar Pradesh","Sitapur"
"Uttar Pradesh","Sultanpur"
"Uttar Pradesh","Tehri Garhwal"
"Uttar Pradesh","Unnao"
"Uttar Pradesh","Uttarkashi"
"Uttar Pradesh","Varanasi"
"Uttar Pradesh","TOTAL"
"Uttar Pradesh","check"
"West Bengal","BANKURA"
"West Bengal","BIRBHUM"
"West Bengal","BURDWAN"
"West Bengal","COOCHBEHAR"
"West Bengal","DAKSHIN DINAJPUR"
"West Bengal","DARJEELING"
"West Bengal","HOOGLY"
"West Bengal","HOWRAH"
"West Bengal","JALPAIGURI"
"West Bengal","MALDA"
"West Bengal","MIDNAPORE"
"West Bengal","MURSHIDABAD"
"West Bengal","NADIA"
"West Bengal","NORTH 24 PARGANAS"
"West Bengal","PURULIA"
"West Bengal","SOUTH 24 PARGANAS"
"West Bengal","UTTAR DINAJPUR"
"West Bengal","HOOGHLY"
"West Bengal","BARDDHAMAN"
"West Bengal","HAORA"
"West Bengal","KOCH BEHAR"
"West Bengal","PASHCHIM MIDNAPORE"
"West Bengal","PURBA MIDNAPORE"
"West Bengal","Bankura"
"West Bengal","Birbhum"
"West Bengal","Burdwan"
"West Bengal","Cooch Behar"
"West Bengal","Darjeeling"
"West Bengal","Hooghly"
"West Bengal","Howrah"
"West Bengal","Jalpaiguri"
"West Bengal","Malda"
"West Bengal","Midnapore"
"West Bengal","Murshidabad"
"West Bengal","Nadia"
"West Bengal","North 24 Parganas"
"West Bengal","Purulia"
"West Bengal","South 24 Parganas"
"West Bengal","West Dinajpur"
"West Bengal","TOTAL"
"West Bengal","check"
"Andaman and Nicobar Islands","ANDAMAN"
"Andaman and Nicobar Islands","NICOBARS"
"Andaman and Nicobar Islands","NICOBAR"
"Andaman and Nicobar Islands","N & M ANDA"
"Chandigarh",""
"Chandigarh","UT CHANDIGARH"
"Chandigarh","Chandigarh"
"Chandigarh","TOTAL"
"Chandigarh","check"
"Dadra and Nagar Haveli","DADRA & NAGAR HAVELI"
"Dadra and Nagar Haveli","Dadra Nagar Haveli"
"Dadra and Nagar Haveli","TOTAL"
"Dadra and Nagar Haveli","check"
"Daman and Diu",""
"Daman and Diu","Daman"
"Daman and Diu","Diu"
"Daman and Diu","TOTAL"
"Daman and Diu","check"
"Delhi","CENTRAL-DELHI"
"Delhi","EAST"
"Delhi","NORTH-EAST"
"Delhi","NORTH-WEST"
"Delhi","SOUTH-EAST"
"Delhi","SOUTH-WEST"
"Delhi","WEST"
"Delhi","ALIPUR"
"Delhi","NANGLOI"
"Delhi","NAJAFGARH"
"Delhi","SHADARA-NORTHEAST"
"Delhi","SHAHDARA-EAST"
"Delhi","MAHRAULI"
"Delhi","Delhi"
"Delhi","TOTAL"
"Delhi","check"
"Lakshadweep",""
"Pondicherry","KARAIKAL"
"Pondicherry","MAHE"
"Pondicherry","PONDICHERRY"
"Pondicherry","YANAM"
"Pondicherry","PUDUCHERRY"
"Pondicherry","Pondicherry"
"Pondicherry","TOTAL"
"Pondicherry","check"
"Chhattisgarh","BASTER"
"Chhattisgarh","BILASPUR"
"Chhattisgarh","DANTEWADA"
"Chhattisgarh","DHAMTARI"
"Chhattisgarh","DURG"
"Chhattisgarh","JANJGIR-CHAMPA"
"Chhattisgarh","JASHPUR"
"Chhattisgarh","KANKER"
"Chhattisgarh","KORBA"
"Chhattisgarh","KORIA"
"Chhattisgarh","KVARDHA"
"Chhattisgarh","MAHASAMUND"
"Chhattisgarh","RAIGARH"
"Chhattisgarh","RAIPUR"
"Chhattisgarh","RAJNANDGAON"
"Chhattisgarh","SURGUJA"
"Chhattisgarh","BIJAPUR"
"Chhattisgarh","KAWARDHA"
"Chhattisgarh","NARAYANPUR"
"Jharkhand","BOKARO"
"Jharkhand","CHATRA"
"Jharkhand","DEOGHAR"
"Jharkhand","DHANBAD"
"Jharkhand","DUMKA"
"Jharkhand","EAST SINGHBHUM"
"Jharkhand","GARHWA"
"Jharkhand","GIRIDIH"
"Jharkhand","GODDA"
"Jharkhand","GUMLA"
"Jharkhand","HAZARIBAGH"
"Jharkhand","JAMTARA"
"Jharkhand","KODERMA"
"Jharkhand","LATEHAR"
"Jharkhand","LOHARDAGA"
"Jharkhand","PAKUR"
"Jharkhand","PALAMU"
"Jharkhand","RANCHI"
"Jharkhand","SAHEBGANJ"
"Jharkhand","SARAIKELA"
"Jharkhand","SIMDEGA"
"Jharkhand","WEST SINGHBHUM"
"Jharkhand","KHUNTI"
"Jharkhand","RAMGARH"
"Uttarakhand","DEHRA DUN"
"Uttarakhand","HARIDWAR"
"Uttarakhand","NAINITAL"
"Uttarakhand","PAURI"
"Uttarakhand","UDHAM SINGH NAGAR"
"Uttarakhand","CHAMOLI"
"Uttarakhand","CHAMPAWAT"
